txn_id,amount,ts,product_cd,is_fraud,chargeback,card_id,device_id,ip_id,customer_id
T3100127,146.96,17522259,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100128,178.41,17217318,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100129,105.46,16912377,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100130,131.3,16607436,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100131,135.16,16302495,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100132,128.0,15997553,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100133,98.64,15692612,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100134,139.48,15387671,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100135,196.65,15082730,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100136,96.96,14777789,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100137,103.75,14472848,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100138,119.67,14167906,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100139,114.18,13862965,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100140,92.77,13558024,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100141,107.09,13253083,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100142,98.41,12948142,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100143,110.59,12643200,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100144,131.13,12338259,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100145,122.27,12033318,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100146,99.31,11728377,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100147,160.43,11423436,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100148,164.72,11118495,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100149,87.52,10813553,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100150,126.26,10508612,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100151,141.58,10203671,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100152,127.72,9898730,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100153,124.67,9593789,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100154,150.51,9288848,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100155,172.93,8983906,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100156,131.22,8678965,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100157,160.34,8374024,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100158,128.65,8069083,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100159,137.37,7764142,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100160,205.4,7459200,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100161,156.73,7154259,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100162,189.9,6849318,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100163,168.64,6544377,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100164,103.68,6239436,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100165,120.74,5934495,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100166,121.67,5629553,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100167,173.84,5324612,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100168,145.42,5019671,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100169,134.46,4714730,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100170,102.31,4409789,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100171,110.81,4104848,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100172,173.2,3799906,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100173,159.88,3494965,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100174,111.65,3190024,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100175,156.79,2885083,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100176,190.74,2580142,W,0,false,CARD-10043,DEV-20039,IP-40039,CUST-30043
T3100177,210.0,18000000,W,-1,false,CARD-10043,DEV-20039,IP-40040,CUST-30043
T3100178,50.44,18229047,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100179,47.1,17630893,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100180,95.6,17032739,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100181,53.94,16434585,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100182,66.63,15836431,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100183,75.2,15238277,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100184,74.07,14640124,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100185,36.07,14041970,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100186,84.16,13443816,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100187,89.73,12845662,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100188,81.66,12247508,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100189,75.37,11649354,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100190,97.69,11051200,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100191,71.09,10453047,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100192,75.37,9854893,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100193,75.56,9256739,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100194,51.47,8658585,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100195,68.52,8060431,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100196,88.12,7462277,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100197,73.58,6864124,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100198,41.86,6265970,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100199,73.74,5667816,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100200,80.14,5069662,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100201,59.45,4471508,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100202,106.52,3873354,W,0,false,CARD-10044,DEV-20040,IP-40041,CUST-30044
T3100203,98.88,18229047,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100204,109.77,17630893,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100205,61.37,17032739,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100206,84.65,16434585,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100207,113.79,15836431,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100208,86.91,15238277,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100209,75.84,14640124,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100210,66.46,14041970,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100211,91.78,13443816,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100212,97.24,12845662,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100213,68.67,12247508,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100214,102.84,11649354,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100215,111.75,11051200,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100216,96.52,10453047,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100217,102.25,9854893,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100218,103.78,9256739,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100219,111.0,8658585,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100220,128.07,8060431,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100221,86.59,7462277,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100222,86.47,6864124,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100223,94.41,6265970,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100224,81.12,5667816,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100225,107.32,5069662,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100226,63.79,4471508,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100227,52.18,3873354,W,0,false,CARD-10045,DEV-20040,IP-40041,CUST-30045
T3100228,160.0,19000000,W,-1,false,CARD-10046,DEV-20040,IP-40041,CUST-30045
T3100229,60.38,19333486,W,0,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100230,105.7,18839772,W,0,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100231,33.23,18346058,W,0,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100232,77.05,17852343,W,0,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100233,92.39,17358629,W,0,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100234,154.48,16864915,W,0,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100235,9541.8,19928000,P2P,-1,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100236,9600.85,19938800,P2P,-1,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100237,9426.72,19949600,P2P,-1,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100238,9765.06,19960400,P2P,-1,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100239,9766.11,19971200,P2P,-1,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100240,9662.6,19982000,P2P,-1,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100241,9650.0,20000000,P2P,-1,false,CARD-10047,DEV-20041,IP-40042,CUST-30046
T3100242,437.18,20827200,W,-1,false,CARD-10048,DEV-20042,IP-40043,CUST-30047
T3100243,695.61,20568000,W,-1,false,CARD-10049,DEV-20042,IP-40043,CUST-30048
T3100244,836.32,20481600,W,-1,false,CARD-10050,DEV-20042,IP-40044,CUST-30049
T3100245,1400.0,21000000,W,-1,false,CARD-10051,DEV-20042,IP-40043,CUST-30050
T3100246,121.51,21572250,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100247,74.93,21317299,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100248,144.31,21062348,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100249,80.51,20807397,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100250,117.2,20552446,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100251,91.75,20297496,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100252,148.55,20042545,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100253,104.19,19787594,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100254,82.06,19532643,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100255,99.34,19277692,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100256,97.67,19022741,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100257,167.97,18767791,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100258,138.83,18512840,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100259,116.0,18257889,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100260,133.58,18002938,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100261,167.98,17747987,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100262,121.37,17493037,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100263,101.88,17238086,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100264,143.84,16983135,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100265,90.67,16728184,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100266,161.11,16473233,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100267,68.6,16218282,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100268,96.2,15963332,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100269,91.64,15708381,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100270,110.89,15453430,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100271,116.34,15198479,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100272,99.13,14943528,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100273,104.81,14688578,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100274,118.6,14433627,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100275,108.52,14178676,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100276,115.66,13923725,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100277,97.21,13668774,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100278,73.5,13413823,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100279,138.88,13158873,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100280,109.25,12903922,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100281,117.01,12648971,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100282,102.8,12394020,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100283,165.14,12139069,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100284,122.86,11884119,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100285,98.07,11629168,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100286,119.93,11374217,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100287,141.63,11119266,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100288,72.39,10864315,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100289,111.04,10609364,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100290,148.98,10354414,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100291,81.73,10099463,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100292,96.52,9844512,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100293,111.65,9589561,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100294,131.79,9334610,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100295,120.29,9079660,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100296,143.31,8824709,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100297,111.53,8569758,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100298,95.24,8314807,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100299,95.22,8059856,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100300,89.69,7804905,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
